id_cliente,region,pais,producto,canal,prioridad,fecha_pedido,fecha_entrega,cantidad,precio_unitario,costo_unitario,descuento,total_venta,total_costo
TCS_214,Sur,Chile,Laptops,Móvil,Express,2024-01-12,2024-01-14,1,1599.27,1202.23,0.0,1599.27,1202.23
TCS_215,Centro,Panamá,Audio,Web,Express,2024-05-11,2024-05-15,1,374.93,291.41,0.0,374.93,291.41
TCS_216,Norte,Estados Unidos,Wearables,Móvil,Premium,2024-07-20,2024-07-22,1,138.02,93.51,0.0,138.02,93.51
TCS_217,Centro,Colombia,Audio,Físico,Estándar,2024-12-01,2024-12-05,1,302.3,217.87,0.0,302.3,217.87
TCS_218,Sur,Brasil,Gaming,Físico,Premium,2024-10-31,2024-11-01,1,140.99,94.02,17.03,123.96,94.02
TCS_219,Centro,Panamá,Wearables,Físico,Express,2024-07-01,2024-07-03,1,108.35,69.79,0.0,108.35,69.79
TCS_220,Centro,Panamá,Audio,Web,Express,2024-10-27,2024-10-29,1,336.28,254.61,0.0,336.28,254.61
TCS_221,Sur,Brasil,Gaming,Marketplace,Premium,2024-05-16,2024-05-18,1,229.13,154.08,0.0,229.13,154.08
TCS_222,Norte,Canadá,Smartphones,Móvil,Express,2024-04-27,2024-04-29,1,943.69,713.92,0.0,943.69,713.92
TCS_223,Centro,Venezuela,Laptops,Marketplace,Estándar,2024-12-14,2024-12-21,1,1096.29,863.3,124.01,972.28,863.3
TCS_224,Sur,Brasil,Laptops,Marketplace,Estándar,2024-10-06,2024-10-09,1,491.65,317.14,0.0,491.65,317.14
TCS_225,Norte,Canadá,Gaming,Físico,Estándar,2024-02-05,2024-02-12,1,139.94,91.86,0.0,139.94,91.86
TCS_226,Centro,Panamá,Gaming,Móvil,Express,2024-12-01,2024-12-04,1,691.35,451.89,0.0,691.35,451.89
TCS_227,Centro,Venezuela,Laptops,Marketplace,Estándar,2024-01-21,2024-01-27,1,1634.97,1009.24,0.0,1634.97,1009.24
TCS_228,Centro,Panamá,Wearables,Móvil,Express,2024-05-21,2024-05-23,1,393.46,247.48,27.2,366.26,247.48
TCS_229,Norte,Canadá,Audio,Web,Estándar,2024-06-09,2024-06-13,1,238.1,147.09,0.0,238.1,147.09
TCS_230,Norte,México,Wearables,Web,Express,2024-01-28,2024-01-31,1,333.34,236.59,0.0,333.34,236.59
TCS_231,Sur,Chile,Laptops,Web,Express,2024-12-06,2024-12-08,2,1759.96,1291.47,0.0,3519.92,2582.94
TCS_232,Centro,Colombia,Gaming,Físico,Premium,2024-10-20,2024-10-22,1,784.64,595.38,0.0,784.64,595.38
TCS_233,Centro,Colombia,Gaming,Móvil,Premium,2024-03-08,2024-03-10,1,112.56,70.38,0.0,112.56,70.38
TCS_234,Sur,Brasil,Wearables,Web,Express,2024-10-10,2024-10-13,1,256.8,158.92,0.0,256.8,158.92
TCS_235,Norte,Estados Unidos,Gaming,Marketplace,Express,2024-06-15,2024-06-19,2,366.29,276.59,51.56,681.02,553.18
TCS_236,Sur,Perú,Gaming,Físico,Estándar,2024-06-12,2024-06-19,1,658.54,447.28,68.03,590.51,447.28
TCS_237,Sur,Perú,Gaming,Móvil,Express,2024-09-19,2024-09-23,1,728.03,461.4,0.0,728.03,461.4
TCS_238,Norte,Canadá,Wearables,Físico,Premium,2024-04-10,2024-04-12,1,389.68,300.59,0.0,389.68,300.59
TCS_239,Centro,Venezuela,Smartphones,Marketplace,Estándar,2024-01-21,2024-01-28,1,997.66,794.09,0.0,997.66,794.09
TCS_240,Centro,Colombia,Smartphones,Marketplace,Estándar,2024-07-14,2024-07-17,2,367.8,248.56,61.56,674.04,497.12
TCS_241,Norte,Estados Unidos,Laptops,Móvil,Premium,2024-02-29,2024-03-02,3,1842.07,1345.33,0.0,5526.21,4035.99
TCS_242,Sur,Chile,Audio,Físico,Express,2024-10-03,2024-10-06,1,157.94,99.25,0.0,157.94,99.25
TCS_243,Centro,Venezuela,Laptops,Marketplace,Estándar,2024-10-05,2024-10-08,2,1154.06,918.43,0.0,2308.12,1836.86
TCS_244,Norte,Estados Unidos,Laptops,Marketplace,Premium,2024-07-19,2024-07-21,1,1739.27,1140.71,0.0,1739.27,1140.71
TCS_245,Sur,Argentina,Wearables,Marketplace,Estándar,2024-04-26,2024-05-03,1,380.26,294.41,48.99,331.27,294.41
TCS_246,Norte,Canadá,Laptops,Marketplace,Estándar,2024-05-13,2024-05-18,1,670.53,454.59,0.0,670.53,454.59
TCS_247,Sur,Perú,Wearables,Físico,Express,2024-02-04,2024-02-08,2,115.43,79.01,0.0,230.86,158.02
TCS_248,Sur,Chile,Smartphones,Marketplace,Express,2024-10-01,2024-10-03,2,985.44,713.72,0.0,1970.88,1427.44
TCS_249,Centro,Colombia,Gaming,Marketplace,Premium,2024-04-29,2024-05-01,1,147.84,96.49,0.0,147.84,96.49
TCS_250,Norte,México,Audio,Web,Premium,2024-11-29,2024-12-01,1,79.02,61.28,6.56,72.46,61.28
TCS_251,Sur,Argentina,Wearables,Móvil,Estándar,2024-06-06,2024-06-12,1,398.54,307.33,0.0,398.54,307.33
TCS_252,Norte,México,Audio,Físico,Estándar,2024-07-19,2024-07-26,1,440.85,270.21,23.15,417.7,270.21
TCS_253,Centro,Panamá,Gaming,Móvil,Express,2024-02-16,2024-02-20,1,724.77,499.13,0.0,724.77,499.13
TCS_254,Centro,Venezuela,Gaming,Web,Estándar,2024-06-27,2024-07-03,1,192.19,124.32,28.27,163.92,124.32
TCS_255,Sur,Perú,Laptops,Marketplace,Premium,2024-12-26,2024-12-27,1,1051.16,818.11,0.0,1051.16,818.11
TCS_256,Norte,Estados Unidos,Laptops,Marketplace,Premium,2024-12-27,2024-12-28,1,1156.75,838.07,0.0,1156.75,838.07
TCS_257,Norte,México,Wearables,Web,Express,2024-02-18,2024-02-21,1,346.66,266.51,0.0,346.66,266.51
TCS_258,Centro,Colombia,Wearables,Web,Express,2024-04-15,2024-04-19,1,168.9,128.93,0.0,168.9,128.93
TCS_259,Norte,México,Audio,Marketplace,Premium,2024-07-01,2024-07-02,1,353.94,215.54,0.0,353.94,215.54
TCS_260,Centro,Venezuela,Wearables,Web,Premium,2024-11-27,2024-11-29,2,308.49,222.6,0.0,616.98,445.2
TCS_261,Norte,Estados Unidos,Gaming,Móvil,Estándar,2024-01-08,2024-01-11,1,135.79,88.47,0.0,135.79,88.47
TCS_262,Centro,Venezuela,Laptops,Móvil,Express,2024-06-09,2024-06-13,1,547.66,393.91,0.0,547.66,393.91
TCS_263,Norte,México,Gaming,Móvil,Premium,2024-05-22,2024-05-23,2,568.0,417.9,0.0,1136.0,835.8
TCS_264,Centro,Colombia,Laptops,Móvil,Express,2024-02-20,2024-02-23,1,646.91,410.38,0.0,646.91,410.38
TCS_265,Norte,Estados Unidos,Wearables,Móvil,Premium,2024-12-15,2024-12-17,2,302.36,213.62,0.0,604.72,427.24
TCS_266,Centro,Colombia,Laptops,Web,Estándar,2024-03-02,2024-03-05,1,1146.57,875.23,0.0,1146.57,875.23
TCS_267,Norte,Estados Unidos,Audio,Móvil,Premium,2024-03-13,2024-03-14,2,315.63,203.66,0.0,631.26,407.32
TCS_268,Centro,Panamá,Smartphones,Marketplace,Premium,2024-12-25,2024-12-26,1,496.94,357.9,59.06,437.88,357.9
TCS_269,Centro,Venezuela,Gaming,Web,Premium,2024-07-14,2024-07-15,2,342.11,215.83,0.0,684.22,431.66
TCS_270,Sur,Perú,Audio,Marketplace,Premium,2024-05-05,2024-05-06,1,354.7,255.79,0.0,354.7,255.79
TCS_271,Sur,Argentina,Gaming,Web,Estándar,2024-11-20,2024-11-25,1,195.05,120.9,0.0,195.05,120.9
TCS_272,Centro,Panamá,Laptops,Marketplace,Express,2024-09-18,2024-09-22,1,1180.56,739.04,102.76,1077.8,739.04
TCS_273,Norte,Canadá,Gaming,Móvil,Estándar,2024-10-11,2024-10-18,1,206.11,124.94,26.25,179.86,124.94
TCS_274,Norte,México,Smartphones,Web,Estándar,2024-06-10,2024-06-17,1,866.92,596.52,0.0,866.92,596.52
TCS_275,Norte,Canadá,Laptops,Web,Estándar,2024-01-21,2024-01-27,2,1271.72,805.06,0.0,2543.44,1610.12
TCS_276,Norte,Canadá,Wearables,Marketplace,Express,2024-05-18,2024-05-22,1,315.06,207.97,0.0,315.06,207.97
TCS_277,Sur,Brasil,Wearables,Marketplace,Estándar,2024-01-08,2024-01-14,2,307.48,240.26,0.0,614.96,480.52
TCS_278,Centro,Colombia,Laptops,Marketplace,Express,2024-06-21,2024-06-25,2,609.04,461.71,0.0,1218.08,923.42
TCS_279,Norte,México,Laptops,Físico,Express,2024-01-17,2024-01-21,1,1969.58,1372.17,214.43,1755.15,1372.17
TCS_280,Sur,Perú,Audio,Web,Express,2024-08-03,2024-08-07,1,280.07,195.62,0.0,280.07,195.62
TCS_281,Centro,Colombia,Audio,Móvil,Premium,2024-06-23,2024-06-24,1,412.97,287.14,23.1,389.87,287.14
TCS_282,Norte,México,Smartphones,Web,Estándar,2024-12-17,2024-12-22,1,404.84,245.4,29.18,375.66,245.4
TCS_283,Centro,Venezuela,Wearables,Móvil,Premium,2024-11-18,2024-11-20,1,282.41,205.85,23.54,258.87,205.85
TCS_284,Centro,Venezuela,Smartphones,Móvil,Premium,2024-06-11,2024-06-12,1,995.72,615.32,0.0,995.72,615.32
TCS_285,Centro,Colombia,Gaming,Web,Estándar,2024-01-01,2024-01-08,1,755.96,577.84,104.66,651.3,577.84
TCS_286,Centro,Venezuela,Smartphones,Móvil,Express,2024-09-16,2024-09-19,1,444.91,315.81,0.0,444.91,315.81
TCS_287,Norte,México,Laptops,Web,Estándar,2024-03-23,2024-03-28,2,1490.8,928.15,221.3,2760.3,1856.3
TCS_288,Sur,Perú,Laptops,Móvil,Express,2024-01-13,2024-01-17,1,1781.44,1211.84,0.0,1781.44,1211.84
TCS_289,Sur,Brasil,Audio,Móvil,Estándar,2024-08-18,2024-08-25,2,297.04,191.25,0.0,594.08,382.5
TCS_290,Centro,Colombia,Audio,Web,Estándar,2024-08-01,2024-08-04,1,440.12,304.03,46.42,393.7,304.03
TCS_291,Sur,Chile,Laptops,Físico,Express,2024-02-22,2024-02-26,1,1232.27,774.57,95.06,1137.21,774.57
TCS_292,Centro,Panamá,Laptops,Móvil,Express,2024-05-06,2024-05-10,1,1043.91,647.8,0.0,1043.91,647.8
TCS_293,Norte,Estados Unidos,Laptops,Físico,Express,2024-10-20,2024-10-22,1,1742.94,1047.1,0.0,1742.94,1047.1
TCS_294,Norte,México,Gaming,Marketplace,Estándar,2024-03-05,2024-03-10,1,689.9,457.18,96.03,593.87,457.18
TCS_295,Norte,Canadá,Smartphones,Móvil,Premium,2024-07-04,2024-07-05,1,510.12,370.62,25.73,484.39,370.62
TCS_296,Centro,Colombia,Wearables,Marketplace,Estándar,2024-04-10,2024-04-13,1,121.47,89.31,9.34,112.13,89.31
TCS_297,Centro,Panamá,Gaming,Web,Express,2024-04-10,2024-04-13,2,450.28,309.14,0.0,900.56,618.28
TCS_298,Sur,Perú,Audio,Físico,Estándar,2024-01-13,2024-01-17,1,237.11,176.39,0.0,237.11,176.39
TCS_299,Sur,Brasil,Smartphones,Físico,Estándar,2024-12-08,2024-12-15,1,515.79,405.49,0.0,515.79,405.49
TCS_300,Centro,Venezuela,Gaming,Físico,Estándar,2024-01-28,2024-01-31,2,301.19,202.87,0.0,602.38,405.74
TCS_301,Sur,Chile,Laptops,Web,Premium,2024-02-22,2024-02-24,1,1006.55,671.84,0.0,1006.55,671.84
TCS_302,Sur,Chile,Audio,Web,Premium,2024-04-20,2024-04-22,1,317.81,191.32,0.0,317.81,191.32
TCS_303,Sur,Perú,Laptops,Móvil,Estándar,2024-12-05,2024-12-11,1,751.69,470.79,80.83,670.86,470.79
TCS_304,Sur,Brasil,Smartphones,Móvil,Estándar,2024-05-13,2024-05-20,1,791.22,510.06,0.0,791.22,510.06
TCS_305,Centro,Colombia,Gaming,Web,Premium,2024-08-15,2024-08-16,1,482.87,369.86,0.0,482.87,369.86
TCS_306,Norte,Estados Unidos,Audio,Físico,Premium,2024-06-05,2024-06-07,1,263.03,160.96,0.0,263.03,160.96
TCS_307,Sur,Perú,Smartphones,Marketplace,Estándar,2024-11-07,2024-11-13,1,970.21,596.8,0.0,970.21,596.8
TCS_308,Centro,Venezuela,Gaming,Marketplace,Express,2024-01-26,2024-01-28,1,504.81,317.72,57.34,447.47,317.72
TCS_309,Centro,Panamá,Gaming,Marketplace,Premium,2024-11-16,2024-11-17,2,336.14,250.42,0.0,672.28,500.84
TCS_310,Centro,Colombia,Laptops,Móvil,Estándar,2024-01-05,2024-01-11,1,1116.28,699.75,114.94,1001.34,699.75
TCS_311,Centro,Colombia,Laptops,Web,Express,2024-10-20,2024-10-23,2,1135.46,805.4,0.0,2270.92,1610.8
TCS_312,Sur,Brasil,Wearables,Físico,Estándar,2024-08-22,2024-08-28,2,393.98,298.88,58.46,729.5,597.76
TCS_313,Sur,Argentina,Gaming,Marketplace,Premium,2024-03-30,2024-04-01,1,281.68,193.63,0.0,281.68,193.63
TCS_314,Centro,Venezuela,Laptops,Móvil,Express,2024-09-16,2024-09-20,1,968.07,716.04,0.0,968.07,716.04
TCS_315,Sur,Chile,Wearables,Móvil,Express,2024-12-17,2024-12-21,1,226.64,171.4,28.64,198.0,171.4
TCS_316,Norte,Estados Unidos,Gaming,Web,Estándar,2024-03-14,2024-03-20,1,748.34,483.23,0.0,748.34,483.23
TCS_317,Sur,Perú,Laptops,Marketplace,Premium,2024-10-04,2024-10-05,1,1044.42,813.53,0.0,1044.42,813.53
TCS_318,Norte,Estados Unidos,Audio,Móvil,Premium,2024-05-08,2024-05-10,1,266.7,193.91,0.0,266.7,193.91
TCS_319,Sur,Brasil,Audio,Web,Premium,2024-03-31,2024-04-02,1,404.4,262.94,0.0,404.4,262.94
TCS_320,Centro,Venezuela,Gaming,Web,Express,2024-09-13,2024-09-16,2,782.06,473.54,195.79,1368.33,947.08
TCS_321,Norte,Estados Unidos,Smartphones,Web,Express,2024-12-19,2024-12-21,1,545.1,405.46,0.0,545.1,405.46
TCS_322,Norte,Canadá,Gaming,Móvil,Premium,2024-04-18,2024-04-20,1,732.63,563.52,0.0,732.63,563.52
TCS_323,Sur,Perú,Laptops,Físico,Premium,2024-08-29,2024-08-31,1,808.49,532.91,0.0,808.49,532.91
TCS_324,Sur,Perú,Smartphones,Marketplace,Express,2024-09-27,2024-10-01,1,527.53,402.07,43.9,483.63,402.07
TCS_325,Sur,Argentina,Laptops,Físico,Premium,2024-10-16,2024-10-17,1,472.65,311.01,42.15,430.5,311.01
TCS_326,Norte,Estados Unidos,Smartphones,Web,Estándar,2024-09-05,2024-09-11,1,243.71,193.66,0.0,243.71,193.66
TCS_327,Sur,Argentina,Wearables,Físico,Premium,2024-06-27,2024-06-29,1,389.39,251.1,0.0,389.39,251.1
TCS_328,Centro,Colombia,Wearables,Web,Premium,2024-11-09,2024-11-11,2,341.77,222.34,0.0,683.54,444.68
TCS_329,Norte,Estados Unidos,Audio,Marketplace,Express,2024-08-15,2024-08-19,1,393.12,278.52,0.0,393.12,278.52
TCS_330,Centro,Panamá,Laptops,Móvil,Premium,2024-06-10,2024-06-11,1,830.15,602.43,0.0,830.15,602.43
TCS_331,Norte,Canadá,Smartphones,Marketplace,Estándar,2024-12-22,2024-12-25,1,607.11,409.1,80.59,526.52,409.1
TCS_332,Centro,Panamá,Audio,Móvil,Estándar,2024-06-15,2024-06-22,2,173.33,131.98,0.0,346.66,263.96
TCS_333,Norte,Estados Unidos,Gaming,Físico,Estándar,2024-01-03,2024-01-06,1,608.94,433.82,60.67,548.27,433.82
TCS_334,Centro,Venezuela,Gaming,Físico,Express,2024-12-04,2024-12-08,2,107.99,79.99,20.25,195.73,159.98
TCS_335,Centro,Colombia,Audio,Móvil,Estándar,2024-06-16,2024-06-21,1,188.98,131.62,0.0,188.98,131.62
TCS_336,Sur,Brasil,Audio,Físico,Premium,2024-02-12,2024-02-14,2,354.72,257.17,0.0,709.44,514.34
TCS_337,Sur,Brasil,Smartphones,Web,Premium,2024-07-24,2024-07-26,2,880.54,701.25,0.0,1761.08,1402.5
TCS_338,Norte,México,Gaming,Móvil,Estándar,2024-11-26,2024-12-03,1,534.9,356.68,48.38,486.52,356.68
TCS_339,Sur,Perú,Audio,Web,Express,2024-02-19,2024-02-21,1,199.61,122.03,0.0,199.61,122.03
TCS_340,Norte,México,Gaming,Móvil,Premium,2024-03-19,2024-03-20,1,392.83,294.7,0.0,392.83,294.7
TCS_341,Norte,Estados Unidos,Laptops,Web,Estándar,2024-08-05,2024-08-12,2,564.99,400.89,119.27,1010.71,801.78
TCS_342,Sur,Chile,Gaming,Web,Estándar,2024-08-06,2024-08-09,1,284.99,182.7,0.0,284.99,182.7
TCS_343,Sur,Perú,Laptops,Móvil,Express,2024-06-02,2024-06-06,1,675.38,530.24,0.0,675.38,530.24
TCS_344,Norte,Estados Unidos,Gaming,Físico,Premium,2024-03-24,2024-03-25,1,287.18,173.18,21.56,265.62,173.18
TCS_345,Sur,Argentina,Smartphones,Físico,Express,2024-08-20,2024-08-24,1,678.13,524.34,41.09,637.04,524.34
TCS_346,Sur,Argentina,Audio,Móvil,Premium,2024-02-17,2024-02-18,1,314.41,232.74,0.0,314.41,232.74
TCS_347,Norte,México,Wearables,Físico,Premium,2024-10-31,2024-11-01,1,386.43,262.7,26.61,359.82,262.7
TCS_348,Sur,Perú,Smartphones,Móvil,Express,2024-10-09,2024-10-12,1,912.05,562.61,124.16,787.89,562.61
TCS_349,Norte,Canadá,Smartphones,Marketplace,Express,2024-09-04,2024-09-06,1,736.54,545.17,0.0,736.54,545.17
TCS_350,Centro,Colombia,Wearables,Marketplace,Premium,2024-02-16,2024-02-18,1,148.61,97.21,0.0,148.61,97.21
